node_pair,network_relation,eyes,bands,city,contrast
L-ANG→R-ACC,DMN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.009616210293848456
L-ANG→L-INS,DMN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.13679577125580814
L-ANG→R-INS,DMN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.014581692368081186
L-ANG→L-IFG,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.030151134457776365
L-ANG→R-IFG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.09841423857338569
L-ANG→L-mPFC,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.13486173784306205
L-ANG→R-mPFC,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.14640062784219557
L-ANG→L-aSTG,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.053354895480266826
L-ANG→R-aSTG,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.02907358547042121
L-ANG→L-PREC,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.13397892443937567
L-ANG→R-PREC,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.031665024819056184
L-ANG→R-ANG,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.0693191588591636
L-ANG→L-SFG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.052738131783554756
L-ANG→R-SFG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.031047037012174594
L-ANG→L-pSTG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1320722253251302
L-ANG→R-pSTG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.020455437276448878
L-ANG→L-ITG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.06623367895930579
L-ANG→R-ITG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11411377817489868
L-ANG→L-SUP,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.00968238117847625
L-ANG→R-SUP,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11098248749990441
R-ANG→L-ACC,DMN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.07646271950328005
R-ANG→R-ACC,DMN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.027655830218422783
R-ANG→L-INS,DMN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.039340248404554336
R-ANG→R-INS,DMN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.05145165455240164
R-ANG→L-IFG,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.0894721362095191
R-ANG→R-IFG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.023729759686488893
R-ANG→L-mPFC,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11407348699606255
R-ANG→R-mPFC,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.022182934290709732
R-ANG→L-aSTG,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.0027066449381692053
R-ANG→R-aSTG,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.0021978310978094024
R-ANG→L-PREC,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.28787878787878785
R-ANG→R-PREC,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.07796255960834954
R-ANG→L-ANG,DMN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.021572508805898994
R-ANG→L-SFG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.1354929543867052
R-ANG→R-SFG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.15077696650939373
R-ANG→L-pSTG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.09348087149222897
R-ANG→R-pSTG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.06063936241702334
R-ANG→L-ITG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.13533224690846027
R-ANG→R-ITG,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.13806405635775357
R-ANG→L-SUP,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.06287594239990309
R-ANG→R-SUP,DMN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08310065219407184
L-SFG→L-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.007965915078205854
L-SFG→R-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.0567110897596466
L-SFG→L-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08079350970807675
L-SFG→R-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.018900827129288342
L-SFG→L-IFG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.03235876320884849
L-SFG→R-IFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.06107105228516531
L-SFG→L-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.040401634782758336
L-SFG→R-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.06969610715785704
L-SFG→L-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.021001278549116063
L-SFG→R-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.022563483690055196
L-SFG→L-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11296617787803608
L-SFG→R-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.005870323002623005
L-SFG→L-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.07932453680429354
L-SFG→R-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.06512151177132819
L-SFG→R-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.08153082415041522
L-SFG→L-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.16927713675604333
L-SFG→R-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.020283896839828754
L-SFG→L-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.016871572020745646
L-SFG→R-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.015868485584000346
L-SFG→L-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.010282810326482495
L-SFG→R-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.15284330288880366
R-SFG→L-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.03452464703122777
R-SFG→R-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08727749016982775
R-SFG→L-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.20058027803388756
R-SFG→R-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.13169839309141404
R-SFG→L-IFG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.17921750813890233
R-SFG→R-IFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.17884959796666583
R-SFG→L-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.17776634769593372
R-SFG→R-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.22423945805669088
R-SFG→L-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.10196297873407152
R-SFG→R-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.26485071923488673
R-SFG→L-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.2585392310658456
R-SFG→R-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.21188057538790941
R-SFG→L-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.3259351292709297
R-SFG→R-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.18682582015390975
R-SFG→L-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.07334652994005658
R-SFG→L-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.051568343607280694
R-SFG→R-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11982365187706959
R-SFG→L-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.09906381765447536
R-SFG→R-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.23565180866291865
R-SFG→L-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08605650446641452
R-SFG→R-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.14222727725620812
L-pSTG→L-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.09974403302987186
L-pSTG→R-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11417811612095058
L-pSTG→L-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.15963656516365257
L-pSTG→R-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1598262945964914
L-pSTG→L-IFG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.06002427155687088
L-pSTG→R-IFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.07995658044614243
L-pSTG→L-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.10164415521835905
L-pSTG→R-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.09314111103652378
L-pSTG→L-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.02303366034419181
L-pSTG→R-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08413278434300608
L-pSTG→L-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.18434717605767328
L-pSTG→R-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.0916933261997046
L-pSTG→L-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.12817325137450497
L-pSTG→R-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.2796823595120404
L-pSTG→L-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.12679551442976608
L-pSTG→R-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.15264581614064524
L-pSTG→R-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.06256972841486261
L-pSTG→L-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.052797494053352594
L-pSTG→R-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.073629158373723
L-pSTG→L-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.013380613488875972
L-pSTG→R-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.06975111180574008
R-pSTG→L-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.18839991023818456
R-pSTG→R-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.04130416201452753
R-pSTG→L-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.047998523374388105
R-pSTG→R-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.058404379110703626
R-pSTG→L-IFG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08138852598052286
R-pSTG→R-IFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.10393924845820735
R-pSTG→L-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.11956809736441482
R-pSTG→R-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.04683362905304088
R-pSTG→L-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.12736259249141355
R-pSTG→R-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.24305026587979536
R-pSTG→L-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.12396740929068581
R-pSTG→R-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.19191919191919193
R-pSTG→L-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.021636156629150673
R-pSTG→R-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.32417012381183286
R-pSTG→L-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.027005179225862302
R-pSTG→R-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.011505338029812797
R-pSTG→L-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.18234257505417137
R-pSTG→L-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1033950327109352
R-pSTG→R-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1939044232993842
R-pSTG→L-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.2027647403406744
R-pSTG→R-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.07291082512129643
L-ITG→L-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1829143615568173
L-ITG→R-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1704137364890472
L-ITG→L-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.106500535524283
L-ITG→R-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.23905258484327252
L-ITG→L-IFG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1950274780338126
L-ITG→R-IFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11213707345522667
L-ITG→L-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.17848591106710204
L-ITG→R-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11795026891577125
L-ITG→L-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.02732517782080539
L-ITG→R-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.14043415084939362
L-ITG→L-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.3345157026103866
L-ITG→R-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.04235516507163823
L-ITG→L-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.3426167810044666
L-ITG→R-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.20127860249676033
L-ITG→L-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.19630983013368083
L-ITG→R-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.05412731256761468
L-ITG→L-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.12436746651223811
L-ITG→R-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.14548216542659478
L-ITG→R-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11826337010853134
L-ITG→L-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.2077598455109673
L-ITG→R-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.17385054647463993
R-ITG→L-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.2799282195297473
R-ITG→R-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.26140203017562447
R-ITG→L-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.12995362929243912
R-ITG→R-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1445473173894161
R-ITG→L-IFG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1322894370218347
R-ITG→R-IFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.31902245860046086
R-ITG→L-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.12763781882782888
R-ITG→R-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.12612698873825934
R-ITG→L-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.24690072005114438
R-ITG→R-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.22658084426080202
R-ITG→L-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.39352712194538636
R-ITG→R-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.196969696969697
R-ITG→L-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.18856247876197355
R-ITG→R-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.3619866446981883
R-ITG→L-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.12949115745301046
R-ITG→R-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.2016450478936058
R-ITG→L-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.0075614501832414445
R-ITG→R-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.2621491949608638
R-ITG→L-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08844728610418587
R-ITG→L-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.17912405180181062
R-ITG→R-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.24156806073160156
L-SUP→L-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.050001239879483905
L-SUP→R-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.06134447128233756
L-SUP→L-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.010856493391006462
L-SUP→R-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.07368471447340416
L-SUP→L-IFG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.011494208209236294
L-SUP→R-IFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.05670248138786503
L-SUP→L-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.11618410404640858
L-SUP→R-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.12422382443896657
L-SUP→L-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.037087112803517557
L-SUP→R-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.09465159453257818
L-SUP→L-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1530086237731868
L-SUP→R-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.16995714415707622
L-SUP→L-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.05797274610323629
L-SUP→R-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.16960926355993508
L-SUP→L-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.021110016546037457
L-SUP→R-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.10786254402949497
L-SUP→L-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.06327408830090284
L-SUP→R-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08098680329509285
L-SUP→L-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.02360996815426197
L-SUP→R-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.07742966539209455
L-SUP→R-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.042944184167044035
R-SUP→L-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.04295881172744392
R-SUP→R-ACC,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.04151596656425308
R-SUP→L-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.13277849390975655
R-SUP→R-INS,CEN→SN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.002759736623304408
R-SUP→L-IFG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.016950446031032754
R-SUP→R-IFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.1860400383578651
R-SUP→L-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08230565054327649
R-SUP→R-mPFC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.11480537683050411
R-SUP→L-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.08280185616577626
R-SUP→R-aSTG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.17977090671582496
R-SUP→L-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.14072103335557853
R-SUP→R-PREC,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.04780888635785989
R-SUP→L-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.15480081589792494
R-SUP→R-ANG,CEN→DMN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.16504798715946828
R-SUP→L-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.028146688728049943
R-SUP→R-SFG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.033051890335122305
R-SUP→L-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.11457415376203725
R-SUP→R-pSTG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.03151564809525978
R-SUP→L-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",-0.011726752779631547
R-SUP→R-ITG,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.06349867014932514
R-SUP→L-SUP,CEN→CEN,eyes closed,alpha,"merged(Kraków,Warszawa)",0.055231876764264755
L-ACC→R-ACC,SN→SN,eyes closed,beta,"merged(Kraków,Warszawa)",0.16691858588672434
L-ACC→L-INS,SN→SN,eyes closed,beta,"merged(Kraków,Warszawa)",0.03784157227485703
L-ACC→R-INS,SN→SN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.029208355286754802
L-ACC→L-IFG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.061576172343349424
L-ACC→R-IFG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.09472323362748121
L-ACC→L-mPFC,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.19995085542036617
L-ACC→R-mPFC,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.030732867484320442
L-ACC→L-aSTG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.13223591221394787
L-ACC→R-aSTG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.05393127201474748
L-ACC→L-PREC,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.16321728272288535
L-ACC→R-PREC,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.044367297357851915
L-ACC→L-ANG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.06051538076530737
L-ACC→R-ANG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.12501073382002992
L-ACC→L-SFG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.0052112674764117385
L-ACC→R-SFG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.08450913782447983
L-ACC→L-pSTG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.08662186627009183
L-ACC→R-pSTG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.03110197515440409
L-ACC→L-ITG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.03130737810082713
L-ACC→R-ITG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.017593192098099834
L-ACC→L-SUP,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.09242687280930224
L-ACC→R-SUP,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.05277957629429951
R-ACC→L-ACC,SN→SN,eyes closed,beta,"merged(Kraków,Warszawa)",0.04948819587249251
R-ACC→L-INS,SN→SN,eyes closed,beta,"merged(Kraków,Warszawa)",0.09499774073315802
R-ACC→R-INS,SN→SN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.037458809046471954
R-ACC→L-IFG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.09304573236192874
R-ACC→R-IFG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.2885982149007562
R-ACC→L-mPFC,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.018628222207304757
R-ACC→R-mPFC,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.04277591766121833
R-ACC→L-aSTG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.05219181326796906
R-ACC→R-aSTG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.17823418289069118
R-ACC→L-PREC,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.0981158790086337
R-ACC→R-PREC,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.0913492666632107
R-ACC→L-ANG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.18742323566907598
R-ACC→R-ANG,SN→DMN,eyes closed,beta,"merged(Kraków,Warszawa)",0.031423493719923146
R-ACC→L-SFG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.020170753169369168
R-ACC→R-SFG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.10062464390915013
R-ACC→L-pSTG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.10011754267976829
R-ACC→R-pSTG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.10532050092941274
R-ACC→L-ITG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",0.03943759765142393
R-ACC→R-ITG,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.08969144025739326
R-ACC→L-SUP,SN→CEN,eyes closed,beta,"merged(Kraków,Warszawa)",-0.10090159099060748
