node_pair,network_relation,city,eyes,bands,contrast
L-SFG→R-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.054951252385671
R-SFG→L-ACC,CEN→SN,Kraków,eyes closed,alpha,-0.03149448894660933
R-SFG→R-ACC,CEN→SN,Kraków,eyes closed,alpha,-0.026995276239950853
R-SFG→L-INS,CEN→SN,Kraków,eyes closed,alpha,0.15297323202638816
R-SFG→R-INS,CEN→SN,Kraków,eyes closed,alpha,0.02231539756681928
R-SFG→L-IFG,CEN→DMN,Kraków,eyes closed,alpha,0.3291529295923832
R-SFG→R-IFG,CEN→CEN,Kraków,eyes closed,alpha,0.2675847557117935
R-SFG→L-mPFC,CEN→DMN,Kraków,eyes closed,alpha,0.09519455435921866
R-SFG→R-mPFC,CEN→DMN,Kraków,eyes closed,alpha,-0.004742586610203935
R-SFG→L-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.18455849917409703
R-SFG→R-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.2847473987257497
R-SFG→L-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.07992909437915782
R-SFG→R-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.08548504142651103
R-SFG→L-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.2566270720184217
R-SFG→R-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.1959009774923447
R-SFG→L-SFG,CEN→CEN,Kraków,eyes closed,alpha,0.116008199480861
R-SFG→L-pSTG,CEN→CEN,Kraków,eyes closed,alpha,0.12988477836613146
R-SFG→R-pSTG,CEN→CEN,Kraków,eyes closed,alpha,0.03078408694029483
R-SFG→L-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.22873282505989764
R-SFG→R-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.3302330763442382
R-SFG→L-SUP,CEN→CEN,Kraków,eyes closed,alpha,-0.04496011558827628
R-SFG→R-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.21917213901269172
L-pSTG→L-ACC,CEN→SN,Kraków,eyes closed,alpha,-0.09448346683982797
L-pSTG→R-ACC,CEN→SN,Kraków,eyes closed,alpha,0.017996850826633902
L-pSTG→L-INS,CEN→SN,Kraków,eyes closed,alpha,0.2098138727452893
L-pSTG→R-INS,CEN→SN,Kraków,eyes closed,alpha,-0.1338923854009157
L-pSTG→L-IFG,CEN→DMN,Kraków,eyes closed,alpha,0.07810389148386748
L-pSTG→R-IFG,CEN→CEN,Kraków,eyes closed,alpha,0.2703274367816243
L-pSTG→L-mPFC,CEN→DMN,Kraków,eyes closed,alpha,-0.14237369936287486
L-pSTG→R-mPFC,CEN→DMN,Kraków,eyes closed,alpha,-0.11989364156873673
L-pSTG→L-aSTG,CEN→DMN,Kraków,eyes closed,alpha,-0.10182428757174444
L-pSTG→R-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.12330725186530231
L-pSTG→L-PREC,CEN→DMN,Kraków,eyes closed,alpha,-0.00557884939170482
L-pSTG→R-PREC,CEN→DMN,Kraków,eyes closed,alpha,-0.07974472954025125
L-pSTG→L-ANG,CEN→DMN,Kraków,eyes closed,alpha,-0.00557884939170482
L-pSTG→R-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.28929778322244
L-pSTG→L-SFG,CEN→CEN,Kraków,eyes closed,alpha,-0.29473853552314444
L-pSTG→R-SFG,CEN→CEN,Kraków,eyes closed,alpha,-0.055112636734284494
L-pSTG→R-pSTG,CEN→CEN,Kraków,eyes closed,alpha,-0.09746578054919597
L-pSTG→L-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.032488593516398656
L-pSTG→R-ITG,CEN→CEN,Kraków,eyes closed,alpha,-0.015819299929208316
L-pSTG→L-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.14702018491632196
L-pSTG→R-SUP,CEN→CEN,Kraków,eyes closed,alpha,-0.09010914559387476
R-pSTG→L-ACC,CEN→SN,Kraków,eyes closed,alpha,0.3596809247062102
R-pSTG→R-ACC,CEN→SN,Kraków,eyes closed,alpha,0.009991136797394728
R-pSTG→L-INS,CEN→SN,Kraków,eyes closed,alpha,0.17760050157862403
R-pSTG→R-INS,CEN→SN,Kraków,eyes closed,alpha,-0.0026406281808758034
R-pSTG→L-IFG,CEN→DMN,Kraków,eyes closed,alpha,0.2772659589919594
R-pSTG→R-IFG,CEN→CEN,Kraków,eyes closed,alpha,0.2997341039218418
R-pSTG→L-mPFC,CEN→DMN,Kraków,eyes closed,alpha,0.032488593516398656
R-pSTG→R-mPFC,CEN→DMN,Kraków,eyes closed,alpha,0.0557884939170482
R-pSTG→L-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.38578845713999144
R-pSTG→R-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.4937974698237753
R-pSTG→L-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.1948271675491972
R-pSTG→R-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.219805009542684
R-pSTG→L-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.08185947360714992
R-pSTG→R-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.5093425414800962
R-pSTG→L-SFG,CEN→CEN,Kraków,eyes closed,alpha,0.29560414248388955
R-pSTG→R-SFG,CEN→CEN,Kraków,eyes closed,alpha,0.33583024712973375
R-pSTG→L-pSTG,CEN→CEN,Kraków,eyes closed,alpha,0.16485375715701298
R-pSTG→L-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.5485227369785651
R-pSTG→R-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.3514675116774037
R-pSTG→L-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.4085584964788336
R-pSTG→R-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.26220592141012655
L-ITG→L-ACC,CEN→SN,Kraków,eyes closed,alpha,0.28794961322614243
L-ITG→R-ACC,CEN→SN,Kraków,eyes closed,alpha,0.1619716574397051
L-ITG→L-INS,CEN→SN,Kraków,eyes closed,alpha,0.1612479447469338
L-ITG→R-INS,CEN→SN,Kraków,eyes closed,alpha,0.2039312242387692
L-ITG→L-IFG,CEN→DMN,Kraków,eyes closed,alpha,0.23501590809794656
L-ITG→R-IFG,CEN→CEN,Kraków,eyes closed,alpha,0.34336096971867314
L-ITG→L-mPFC,CEN→DMN,Kraków,eyes closed,alpha,0.04025611369115478
L-ITG→R-mPFC,CEN→DMN,Kraków,eyes closed,alpha,-0.055453191798391886
L-ITG→L-aSTG,CEN→DMN,Kraków,eyes closed,alpha,-0.0701433558436348
L-ITG→R-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.274451975106167
L-ITG→L-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.44460558748406537
L-ITG→R-PREC,CEN→DMN,Kraków,eyes closed,alpha,-0.08992023117655255
L-ITG→L-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.0
L-ITG→R-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.29473853552314444
L-ITG→L-SFG,CEN→CEN,Kraków,eyes closed,alpha,0.29473853552314444
L-ITG→R-SFG,CEN→CEN,Kraków,eyes closed,alpha,0.00792188454262741
L-ITG→L-pSTG,CEN→CEN,Kraków,eyes closed,alpha,-0.004995568398697364
L-ITG→R-pSTG,CEN→CEN,Kraków,eyes closed,alpha,0.12147874307977884
L-ITG→R-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.29473853552314444
L-ITG→L-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.31423475352422064
L-ITG→R-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.4146321770918812
R-ITG→L-ACC,CEN→SN,Kraków,eyes closed,alpha,0.30972524071923657
R-ITG→R-ACC,CEN→SN,Kraków,eyes closed,alpha,0.37439009832459685
R-ITG→L-INS,CEN→SN,Kraków,eyes closed,alpha,0.1839107683951848
R-ITG→R-INS,CEN→SN,Kraków,eyes closed,alpha,-0.029046909989633843
R-ITG→L-IFG,CEN→DMN,Kraków,eyes closed,alpha,-0.060734448160143485
R-ITG→R-IFG,CEN→CEN,Kraków,eyes closed,alpha,0.28794961322614243
R-ITG→L-mPFC,CEN→DMN,Kraków,eyes closed,alpha,0.12273468661750604
R-ITG→R-mPFC,CEN→DMN,Kraków,eyes closed,alpha,0.1633924614523341
R-ITG→L-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.39020939825380513
R-ITG→R-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.2971334519846062
R-ITG→L-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.3427514984661802
R-ITG→R-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.15620778296773496
R-ITG→L-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.27894246958524105
R-ITG→R-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.43461445068667065
R-ITG→L-SFG,CEN→CEN,Kraków,eyes closed,alpha,-0.19918863762856526
R-ITG→R-SFG,CEN→CEN,Kraków,eyes closed,alpha,0.13488034676482882
R-ITG→L-pSTG,CEN→CEN,Kraków,eyes closed,alpha,0.1740122992212915
R-ITG→R-pSTG,CEN→CEN,Kraków,eyes closed,alpha,0.07698590304914714
R-ITG→L-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.274451975106167
R-ITG→L-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.15819299929208316
R-ITG→R-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.3197163775166313
L-SUP→L-ACC,CEN→SN,Kraków,eyes closed,alpha,0.10546199952805545
L-SUP→R-ACC,CEN→SN,Kraków,eyes closed,alpha,-0.14487148356222354
L-SUP→L-INS,CEN→SN,Kraków,eyes closed,alpha,0.10798110495980341
L-SUP→R-INS,CEN→SN,Kraków,eyes closed,alpha,-0.17546929555968052
L-SUP→L-IFG,CEN→DMN,Kraków,eyes closed,alpha,0.12488920996743409
L-SUP→R-IFG,CEN→CEN,Kraków,eyes closed,alpha,0.2519559115728746
L-SUP→L-mPFC,CEN→DMN,Kraków,eyes closed,alpha,-0.10907949203469051
L-SUP→R-mPFC,CEN→DMN,Kraków,eyes closed,alpha,0.17286448820319406
L-SUP→L-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.10490693637264464
L-SUP→R-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.047046940752256586
L-SUP→L-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.1529198993156804
L-SUP→R-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.20481830434659193
L-SUP→L-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.180164018590938
L-SUP→R-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.256140933544953
L-SUP→L-SFG,CEN→CEN,Kraków,eyes closed,alpha,0.08492466277785517
L-SUP→R-SFG,CEN→CEN,Kraków,eyes closed,alpha,-0.24478285153617083
L-SUP→L-pSTG,CEN→CEN,Kraków,eyes closed,alpha,0.27426136848928256
L-SUP→R-pSTG,CEN→CEN,Kraków,eyes closed,alpha,0.16812847482776408
L-SUP→L-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.3514675116774037
L-SUP→R-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.13947559390641276
L-SUP→R-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.053990552479901706
R-SUP→L-ACC,CEN→SN,Kraków,eyes closed,alpha,0.029046909989633843
R-SUP→R-ACC,CEN→SN,Kraków,eyes closed,alpha,-0.2244533953744433
R-SUP→L-INS,CEN→SN,Kraków,eyes closed,alpha,-0.042184799811222175
R-SUP→R-INS,CEN→SN,Kraków,eyes closed,alpha,-0.13947123479262052
R-SUP→L-IFG,CEN→DMN,Kraków,eyes closed,alpha,0.109902504771342
R-SUP→R-IFG,CEN→CEN,Kraków,eyes closed,alpha,0.04995568398697364
R-SUP→L-mPFC,CEN→DMN,Kraków,eyes closed,alpha,-0.08714072996890153
R-SUP→R-mPFC,CEN→DMN,Kraków,eyes closed,alpha,-0.0712969608836467
R-SUP→L-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.10599813844239159
R-SUP→R-aSTG,CEN→DMN,Kraków,eyes closed,alpha,0.1505158063099208
R-SUP→L-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.2248005779413814
R-SUP→R-PREC,CEN→DMN,Kraków,eyes closed,alpha,0.1338923854009157
R-SUP→L-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.03905194574193374
R-SUP→R-ANG,CEN→DMN,Kraków,eyes closed,alpha,0.2675847557117935
R-SUP→L-SFG,CEN→CEN,Kraków,eyes closed,alpha,-0.019982273594789456
R-SUP→R-SFG,CEN→CEN,Kraków,eyes closed,alpha,-0.26284874233636357
R-SUP→L-pSTG,CEN→CEN,Kraków,eyes closed,alpha,0.026365499882013862
R-SUP→R-pSTG,CEN→CEN,Kraków,eyes closed,alpha,-0.01115769878340964
R-SUP→L-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.14237369936287486
R-SUP→R-ITG,CEN→CEN,Kraków,eyes closed,alpha,0.25709498148764787
R-SUP→L-SUP,CEN→CEN,Kraków,eyes closed,alpha,0.17751790062418157
L-ACC→R-ACC,SN→SN,Kraków,eyes closed,beta,0.175358389609087
L-ACC→L-INS,SN→SN,Kraków,eyes closed,beta,-0.14702018491632196
L-ACC→R-INS,SN→SN,Kraków,eyes closed,beta,-0.384658766699697
L-ACC→L-IFG,SN→DMN,Kraków,eyes closed,beta,-0.029938962296890553
L-ACC→R-IFG,SN→CEN,Kraków,eyes closed,beta,-0.09409388150451317
L-ACC→L-mPFC,SN→DMN,Kraków,eyes closed,beta,-0.18483603075180247
L-ACC→R-mPFC,SN→DMN,Kraków,eyes closed,beta,-0.28929778322244
L-ACC→L-aSTG,SN→DMN,Kraków,eyes closed,beta,-0.17097008285302207
L-ACC→R-aSTG,SN→DMN,Kraków,eyes closed,beta,-0.03839561051938023
L-ACC→L-PREC,SN→DMN,Kraków,eyes closed,beta,0.2719847026302078
L-ACC→R-PREC,SN→DMN,Kraków,eyes closed,beta,-0.19796535909297291
L-ACC→L-ANG,SN→DMN,Kraków,eyes closed,beta,-0.09991136797394728
L-ACC→R-ANG,SN→DMN,Kraków,eyes closed,beta,0.009991136797394728
L-ACC→L-SFG,SN→CEN,Kraków,eyes closed,beta,-0.017996850826633902
L-ACC→R-SFG,SN→CEN,Kraków,eyes closed,beta,-0.2249606353329238
L-ACC→L-pSTG,SN→CEN,Kraków,eyes closed,beta,0.08492466277785517
L-ACC→R-pSTG,SN→CEN,Kraków,eyes closed,beta,-0.004995568398697364
L-ACC→L-ITG,SN→CEN,Kraków,eyes closed,beta,0.11547885457372069
L-ACC→R-ITG,SN→CEN,Kraków,eyes closed,beta,-0.30972524071923657
L-ACC→L-SUP,SN→CEN,Kraków,eyes closed,beta,0.09484043965898194
L-ACC→R-SUP,SN→CEN,Kraków,eyes closed,beta,-0.06393618056830465
R-ACC→L-ACC,SN→SN,Kraków,eyes closed,beta,0.32844252758606873
R-ACC→L-INS,SN→SN,Kraków,eyes closed,beta,-0.13686382764292823
R-ACC→R-INS,SN→SN,Kraków,eyes closed,beta,-0.15392043470147415
R-ACC→L-IFG,SN→DMN,Kraków,eyes closed,beta,0.21384973069207538
R-ACC→R-IFG,SN→CEN,Kraków,eyes closed,beta,0.22674329898531922
R-ACC→L-mPFC,SN→DMN,Kraków,eyes closed,beta,-0.24187191712040068
R-ACC→R-mPFC,SN→DMN,Kraków,eyes closed,beta,-0.06639621254285509
R-ACC→L-aSTG,SN→DMN,Kraków,eyes closed,beta,0.13258683302908672
R-ACC→R-aSTG,SN→DMN,Kraków,eyes closed,beta,0.217575126276488
R-ACC→L-PREC,SN→DMN,Kraków,eyes closed,beta,0.019982273594789456
R-ACC→R-PREC,SN→DMN,Kraków,eyes closed,beta,-0.256140933544953
R-ACC→L-ANG,SN→DMN,Kraków,eyes closed,beta,0.12988477836613146
R-ACC→R-ANG,SN→DMN,Kraków,eyes closed,beta,0.06601570452189509
R-ACC→L-SFG,SN→CEN,Kraków,eyes closed,beta,-0.09898267954648646
R-ACC→R-SFG,SN→CEN,Kraków,eyes closed,beta,0.16346609926848596
R-ACC→L-pSTG,SN→CEN,Kraków,eyes closed,beta,0.1484740193197297
R-ACC→R-pSTG,SN→CEN,Kraków,eyes closed,beta,0.13497638119975428
R-ACC→L-ITG,SN→CEN,Kraków,eyes closed,beta,0.1927658572039337
R-ACC→R-ITG,SN→CEN,Kraków,eyes closed,beta,-0.12273468661750604
R-ACC→L-SUP,SN→CEN,Kraków,eyes closed,beta,-0.06393618056830465
R-ACC→R-SUP,SN→CEN,Kraków,eyes closed,beta,0.15985818875831564
L-INS→L-ACC,SN→SN,Kraków,eyes closed,beta,-0.01897034644081574
L-INS→R-ACC,SN→SN,Kraków,eyes closed,beta,-0.1619716574397051
L-INS→R-INS,SN→SN,Kraków,eyes closed,beta,-0.3462088225448872
L-INS→L-IFG,SN→DMN,Kraków,eyes closed,beta,0.41130179815941625
L-INS→R-IFG,SN→CEN,Kraków,eyes closed,beta,0.11754058649540682
L-INS→L-mPFC,SN→DMN,Kraków,eyes closed,beta,0.11603232769803436
L-INS→R-mPFC,SN→DMN,Kraków,eyes closed,beta,-0.2024645717996314
L-INS→L-aSTG,SN→DMN,Kraków,eyes closed,beta,-0.11856466525509837
L-INS→R-aSTG,SN→DMN,Kraków,eyes closed,beta,0.13497638119975428
L-INS→L-PREC,SN→DMN,Kraków,eyes closed,beta,0.0029535085014907874
L-INS→R-PREC,SN→DMN,Kraków,eyes closed,beta,-0.08492466277785517
L-INS→L-ANG,SN→DMN,Kraków,eyes closed,beta,0.08368274087557231
L-INS→R-ANG,SN→DMN,Kraków,eyes closed,beta,0.28929778322244
L-INS→L-SFG,SN→CEN,Kraków,eyes closed,beta,-0.10907949203469051
L-INS→R-SFG,SN→CEN,Kraków,eyes closed,beta,0.02497784199348682
L-INS→L-pSTG,SN→CEN,Kraków,eyes closed,beta,0.10182428757174444
L-INS→R-pSTG,SN→CEN,Kraków,eyes closed,beta,-0.2249606353329238
L-INS→L-ITG,SN→CEN,Kraków,eyes closed,beta,0.14227759830611802
L-INS→R-ITG,SN→CEN,Kraków,eyes closed,beta,-0.10826575541590795
L-INS→L-SUP,SN→CEN,Kraków,eyes closed,beta,-0.04499212706658475
L-INS→R-SUP,SN→CEN,Kraków,eyes closed,beta,-0.21815898406938103
R-INS→L-ACC,SN→SN,Kraków,eyes closed,beta,0.040492914359926274
R-INS→R-ACC,SN→SN,Kraków,eyes closed,beta,-0.06993795758176309
R-INS→L-INS,SN→SN,Kraków,eyes closed,beta,0.03905194574193374
R-INS→L-IFG,SN→DMN,Kraków,eyes closed,beta,0.13258683302908672
R-INS→R-IFG,SN→CEN,Kraków,eyes closed,beta,0.1242625304369271
R-INS→L-mPFC,SN→DMN,Kraków,eyes closed,beta,0.2248005779413814
R-INS→R-mPFC,SN→DMN,Kraków,eyes closed,beta,0.02845551966122361
R-INS→L-aSTG,SN→DMN,Kraków,eyes closed,beta,-0.18983159915049982
R-INS→R-aSTG,SN→DMN,Kraków,eyes closed,beta,0.3507135583350036
R-INS→L-PREC,SN→DMN,Kraków,eyes closed,beta,-0.042184799811222175
R-INS→R-PREC,SN→DMN,Kraków,eyes closed,beta,-0.07909649964604158
R-INS→L-ANG,SN→DMN,Kraków,eyes closed,beta,-0.029973410392184183
R-INS→R-ANG,SN→DMN,Kraków,eyes closed,beta,0.14918442132604418
R-INS→L-SFG,SN→CEN,Kraków,eyes closed,beta,0.06136734330875302
R-INS→R-SFG,SN→CEN,Kraków,eyes closed,beta,-0.02249606353329238
R-INS→L-pSTG,SN→CEN,Kraków,eyes closed,beta,0.029046909989633843
R-INS→R-pSTG,SN→CEN,Kraków,eyes closed,beta,-0.1603276704997367
R-INS→L-ITG,SN→CEN,Kraków,eyes closed,beta,0.30972524071923657
R-INS→R-ITG,SN→CEN,Kraków,eyes closed,beta,0.012830983841524521
R-INS→L-SUP,SN→CEN,Kraków,eyes closed,beta,-0.36611086048103264
R-INS→R-SUP,SN→CEN,Kraków,eyes closed,beta,-0.20040958812467086
L-IFG→L-ACC,DMN→SN,Kraków,eyes closed,beta,0.10656030094717442
L-IFG→R-ACC,DMN→SN,Kraków,eyes closed,beta,-0.1798404623531051
L-IFG→L-INS,DMN→SN,Kraków,eyes closed,beta,0.15650535813672986
L-IFG→R-INS,DMN→SN,Kraków,eyes closed,beta,-0.10656030094717442
L-IFG→R-IFG,DMN→CEN,Kraków,eyes closed,beta,0.0
L-IFG→L-mPFC,DMN→DMN,Kraków,eyes closed,beta,-0.21341639745917704
L-IFG→R-mPFC,DMN→DMN,Kraków,eyes closed,beta,-0.10546199952805545
L-IFG→L-aSTG,DMN→DMN,Kraków,eyes closed,beta,0.07428336299615156
L-IFG→R-aSTG,DMN→DMN,Kraków,eyes closed,beta,-0.01897034644081574
L-IFG→L-PREC,DMN→DMN,Kraków,eyes closed,beta,-0.1687391992448887
L-IFG→R-PREC,DMN→DMN,Kraków,eyes closed,beta,-0.3457065395150573
L-IFG→L-ANG,DMN→DMN,Kraków,eyes closed,beta,-0.04499212706658476
L-IFG→R-ANG,DMN→DMN,Kraków,eyes closed,beta,-0.07814422069459458
L-IFG→L-SFG,DMN→CEN,Kraków,eyes closed,beta,-0.30972524071923657
L-IFG→R-SFG,DMN→CEN,Kraków,eyes closed,beta,-0.49100349090544365
L-IFG→L-pSTG,DMN→CEN,Kraków,eyes closed,beta,0.12541218609153557
L-IFG→R-pSTG,DMN→CEN,Kraków,eyes closed,beta,-0.35095140915509115
L-IFG→L-ITG,DMN→CEN,Kraków,eyes closed,beta,0.10074907413892012
L-IFG→R-ITG,DMN→CEN,Kraków,eyes closed,beta,-0.22979614634007875
L-IFG→L-SUP,DMN→CEN,Kraków,eyes closed,beta,0.22945984803958225
L-IFG→R-SUP,DMN→CEN,Kraków,eyes closed,beta,-0.1802182911877495
R-IFG→L-ACC,CEN→SN,Kraków,eyes closed,beta,-0.029973410392184183
R-IFG→R-ACC,CEN→SN,Kraków,eyes closed,beta,-0.11989364156873673
R-IFG→L-INS,CEN→SN,Kraków,eyes closed,beta,0.06639621254285509
R-IFG→R-INS,CEN→SN,Kraków,eyes closed,beta,0.017996850826633902
R-IFG→L-IFG,CEN→DMN,Kraków,eyes closed,beta,0.13497638119975428
R-IFG→L-mPFC,CEN→DMN,Kraków,eyes closed,beta,-0.07382339966963881
R-IFG→R-mPFC,CEN→DMN,Kraków,eyes closed,beta,-0.12988477836613146
R-IFG→L-aSTG,CEN→DMN,Kraków,eyes closed,beta,0.10692486534603769
R-IFG→R-aSTG,CEN→DMN,Kraków,eyes closed,beta,0.03996454718957891
R-IFG→L-PREC,CEN→DMN,Kraków,eyes closed,beta,-0.24557842082144976
R-IFG→R-PREC,CEN→DMN,Kraków,eyes closed,beta,0.0278942469585241
R-IFG→L-ANG,CEN→DMN,Kraków,eyes closed,beta,0.08548504142651103
R-IFG→R-ANG,CEN→DMN,Kraków,eyes closed,beta,-0.14702018491632196
R-IFG→L-SFG,CEN→CEN,Kraków,eyes closed,beta,-0.30547286271523333
R-IFG→R-SFG,CEN→CEN,Kraków,eyes closed,beta,-0.33969865111142067
R-IFG→L-pSTG,CEN→CEN,Kraków,eyes closed,beta,0.13497638119975428
R-IFG→R-pSTG,CEN→CEN,Kraków,eyes closed,beta,-0.3896543350983944
R-IFG→L-ITG,CEN→CEN,Kraków,eyes closed,beta,0.05017193543664027
R-IFG→R-ITG,CEN→CEN,Kraków,eyes closed,beta,-0.10490693637264464
R-IFG→L-SUP,CEN→CEN,Kraków,eyes closed,beta,-0.04496011558827628
R-IFG→R-SUP,CEN→CEN,Kraków,eyes closed,beta,-0.2249606353329238
L-mPFC→L-ACC,DMN→SN,Kraków,eyes closed,beta,0.11489807317003937
L-mPFC→R-ACC,DMN→SN,Kraków,eyes closed,beta,-0.2086738108489731
L-mPFC→L-INS,DMN→SN,Kraków,eyes closed,beta,0.05920016719287467
L-mPFC→R-INS,DMN→SN,Kraków,eyes closed,beta,0.03691169983481941
L-mPFC→L-IFG,DMN→DMN,Kraków,eyes closed,beta,0.1304771684930958
L-mPFC→R-IFG,DMN→CEN,Kraków,eyes closed,beta,0.1529198993156804
L-mPFC→R-mPFC,DMN→DMN,Kraków,eyes closed,beta,0.0580040997404305
L-mPFC→L-aSTG,DMN→DMN,Kraków,eyes closed,beta,0.07515359554675158
L-mPFC→R-aSTG,DMN→DMN,Kraków,eyes closed,beta,0.1619716574397051
L-mPFC→L-PREC,DMN→DMN,Kraków,eyes closed,beta,0.23095770914744138
L-mPFC→R-PREC,DMN→DMN,Kraków,eyes closed,beta,0.15620778296773496
L-mPFC→L-ANG,DMN→DMN,Kraków,eyes closed,beta,0.18983159915049982
L-mPFC→R-ANG,DMN→DMN,Kraków,eyes closed,beta,0.17286448820319406
L-mPFC→L-SFG,DMN→CEN,Kraków,eyes closed,beta,0.0
L-mPFC→R-SFG,DMN→CEN,Kraków,eyes closed,beta,0.05994682078436837
L-mPFC→L-pSTG,DMN→CEN,Kraków,eyes closed,beta,0.3406962998119405
L-mPFC→R-pSTG,DMN→CEN,Kraków,eyes closed,beta,0.0
L-mPFC→L-ITG,DMN→CEN,Kraków,eyes closed,beta,-0.09491579957524991
L-mPFC→R-ITG,DMN→CEN,Kraków,eyes closed,beta,0.11989364156873673
L-mPFC→L-SUP,DMN→CEN,Kraków,eyes closed,beta,-0.1612479447469338
L-mPFC→R-SUP,DMN→CEN,Kraków,eyes closed,beta,0.1953993484215541
R-mPFC→L-ACC,DMN→SN,Kraków,eyes closed,beta,0.1948271675491972
R-mPFC→R-ACC,DMN→SN,Kraków,eyes closed,beta,0.03905194574193374
R-mPFC→L-INS,DMN→SN,Kraków,eyes closed,beta,-0.08288023407002454
R-mPFC→R-INS,DMN→SN,Kraków,eyes closed,beta,0.11022527346856899
R-mPFC→L-IFG,DMN→DMN,Kraków,eyes closed,beta,0.11120185995987919
R-mPFC→R-IFG,DMN→CEN,Kraków,eyes closed,beta,-0.18496087779795345
R-mPFC→L-mPFC,DMN→DMN,Kraków,eyes closed,beta,-0.03149448894660933
R-mPFC→L-aSTG,DMN→DMN,Kraków,eyes closed,beta,0.026365499882013862
R-mPFC→R-aSTG,DMN→DMN,Kraków,eyes closed,beta,0.0544641538174447
R-mPFC→L-PREC,DMN→DMN,Kraków,eyes closed,beta,0.17852318053455424
R-mPFC→R-PREC,DMN→DMN,Kraków,eyes closed,beta,0.08098582871985255
R-mPFC→L-ANG,DMN→DMN,Kraków,eyes closed,beta,0.09898267954648646
R-mPFC→R-ANG,DMN→DMN,Kraków,eyes closed,beta,0.24478285153617083
R-mPFC→L-SFG,DMN→CEN,Kraków,eyes closed,beta,-0.034968978790881546
R-mPFC→R-SFG,DMN→CEN,Kraków,eyes closed,beta,-0.09708827419631447
R-mPFC→L-pSTG,DMN→CEN,Kraków,eyes closed,beta,0.2847473987257497
R-mPFC→R-pSTG,DMN→CEN,Kraków,eyes closed,beta,-0.06298897789321865
R-mPFC→L-ITG,DMN→CEN,Kraków,eyes closed,beta,-0.044777366283964504
R-mPFC→R-ITG,DMN→CEN,Kraków,eyes closed,beta,-0.04499212706658475
R-mPFC→L-SUP,DMN→CEN,Kraków,eyes closed,beta,0.2865288092135134
R-mPFC→R-SUP,DMN→CEN,Kraków,eyes closed,beta,-0.10656030094717442
L-aSTG→L-ACC,DMN→SN,Kraków,eyes closed,beta,0.2244533953744433
L-aSTG→R-ACC,DMN→SN,Kraków,eyes closed,beta,0.07909649964604158
L-aSTG→L-INS,DMN→SN,Kraków,eyes closed,beta,0.19918863762856526
L-aSTG→R-INS,DMN→SN,Kraków,eyes closed,beta,0.06513311614051803
